date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine
2025-06-25,Casablanca,Ligne A320,Cadre structure,OF-2024-000372,60,60,0,46.73,10,10,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Nuit,0.9459,79.25,1.84
2025-06-25,Casablanca,Ligne A320,Plancher cabine,OF-2025-008397,74,74,0,32.77,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.8592,68.2,2.42
2025-06-25,Rochefort,Ligne A320,Porte avion,OF-2025-010941,84,75,9,52.11,4,4,À l'heure,Écart documentaire,Mineure,3264.71,Équipe Delta,Nuit,0.9133,67.39,1.76
2025-06-25,Casablanca,Ligne Composite,Cadre structure,OF-2025-003279,49,49,0,53.56,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.9213,82.63,1.75
2025-06-25,Casablanca,Ligne A320,Porte avion,OF-2025-004449,66,61,5,66.83,4,4,À l'heure,Non-conformité matière,Majeure,2523.44,Équipe Alpha,Matin,0.8902,65.23,2.66
2025-06-25,Casablanca,Ligne A330,Cadre structure,OF-2025-003081,59,58,1,53.23,3,3,À l'heure,Défaut dimensionnel,Majeure,777.55,Équipe Bravo,Matin,0.976,49.9,2.34
2025-06-25,Rochefort,Ligne A330,Plancher cabine,OF-2024-011426,62,60,2,40.48,4,7,En retard,Défaut dimensionnel,Majeure,1084.38,Équipe Bravo,Nuit,0.8772,69.61,2.44
2025-06-25,Montoir-de-Bretagne,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-002218,65,64,1,62.91,11,11,À l'heure,Écart documentaire,Critique,1167.4,Équipe Delta,Matin,0.9446,79.28,2.16
2025-06-25,Rochefort,Ligne A350,Porte avion,OF-2025-011821,68,68,0,59.56,8,9,En retard,Aucune,Aucune,0.0,Équipe Bravo,Nuit,0.876,65.68,2.23
2025-06-25,Montoir-de-Bretagne,Ligne A330,Porte avion,OF-2024-010734,52,47,5,65.08,6,5,À l'heure,Contrôle qualité bloquant,Majeure,2608.74,Équipe Alpha,Matin,0.9151,62.58,2.93
2025-06-25,Casablanca,Ligne A320,Plancher cabine,OF-2025-001237,59,50,9,40.5,6,6,À l'heure,Non-conformité matière,Mineure,2030.69,Équipe Bravo,Matin,0.9112,65.39,2.48
2025-06-25,Rochefort,Ligne A320,Cadre structure,OF-2025-002235,58,58,0,50.08,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8883,63.28,2.42
2025-06-25,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-009440,70,66,4,71.81,9,11,En retard,Écart documentaire,Mineure,1166.88,Équipe Bravo,Après-midi,0.9262,71.24,2.51
2025-06-26,Montoir-de-Bretagne,Ligne A330,Plancher cabine,OF-2025-004763,49,46,3,42.83,6,6,À l'heure,Non-conformité matière,Mineure,821.9,Équipe Bravo,Nuit,0.927,64.2,2.46
2025-06-26,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-009102,62,60,2,55.08,3,3,À l'heure,Défaut dimensionnel,Majeure,869.35,Équipe Charlie,Matin,0.9828,61.14,2.01
2025-06-26,Rochefort,Ligne A350,Porte avion,OF-2025-011793,76,71,5,68.55,9,9,À l'heure,Panne machine,Majeure,1539.25,Équipe Charlie,Matin,0.8115,78.59,4.92
2025-06-26,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2024-008424,61,55,6,68.0,6,9,En retard,Défaut assemblage,Mineure,2964.19,Équipe Alpha,Après-midi,0.8653,70.58,2.12
2025-06-26,Rochefort,Ligne A320,Panneau fuselage,OF-2025-008813,81,79,2,52.77,7,7,À l'heure,Défaut assemblage,Majeure,894.09,Équipe Charlie,Matin,0.9544,71.59,2.3
2025-06-26,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-011256,70,67,3,50.41,3,2,À l'heure,Contrôle qualité bloquant,Majeure,1495.11,Équipe Charlie,Nuit,0.8935,73.67,2.3
2025-06-26,Casablanca,Ligne A350,Panneau fuselage,OF-2024-003974,58,57,1,55.94,2,7,En retard,Écart documentaire,Critique,1266.83,Équipe Bravo,Après-midi,0.8785,72.77,1.75
2025-06-26,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-011384,46,45,1,66.01,11,13,En retard,Défaut assemblage,Critique,1207.13,Équipe Bravo,Nuit,0.9675,75.9,3.1
2025-06-26,Rochefort,Ligne Composite,Cadre structure,OF-2025-011369,61,55,6,60.84,11,12,En retard,Contrôle qualité bloquant,Majeure,1276.14,Équipe Bravo,Matin,0.8468,81.04,3.11
2025-06-26,Casablanca,Ligne A330,Plancher cabine,OF-2025-005881,48,48,0,54.7,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.8779,52.74,1.55
2025-06-26,Casablanca,Ligne A330,Porte avion,OF-2024-010048,67,63,4,69.04,11,16,En retard,Écart documentaire,Majeure,1546.44,Équipe Charlie,Après-midi,0.8999,61.94,3.11
2025-06-27,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-004841,38,36,2,63.49,11,11,À l'heure,Défaut assemblage,Majeure,1133.53,Équipe Bravo,Après-midi,0.8027,78.93,2.1
2025-06-27,Montoir-de-Bretagne,Ligne Composite,Sous-ensemble composite,OF-2024-006532,73,71,2,62.11,7,7,À l'heure,Défaut dimensionnel,Mineure,811.19,Équipe Alpha,Nuit,0.9083,75.46,2.05
2025-06-27,Casablanca,Ligne A330,Plancher cabine,OF-2025-009627,51,51,0,50.13,9,14,En retard,Contrôle qualité bloquant,Majeure,430.0,Équipe Bravo,Matin,0.834,57.97,1.76
2025-06-27,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-008194,69,63,6,56.34,6,6,À l'heure,Contrôle qualité bloquant,Critique,2649.38,Équipe Bravo,Après-midi,0.8948,62.09,2.84
2025-06-27,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-007906,67,65,2,62.59,4,4,À l'heure,Contrôle qualité bloquant,Majeure,904.89,Équipe Delta,Après-midi,0.8261,66.85,3.54
2025-06-27,Casablanca,Ligne A350,Panneau fuselage,OF-2025-006669,74,70,4,43.74,3,3,À l'heure,Écart documentaire,Critique,2469.83,Équipe Charlie,Après-midi,0.9411,58.86,2.53
2025-06-27,Casablanca,Ligne A350,Plancher cabine,OF-2025-005915,74,71,3,33.02,10,13,En retard,Retouche peinture,Mineure,1082.91,Équipe Charlie,Nuit,0.995,66.19,2.51
2025-06-27,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2024-001950,55,53,2,45.42,7,6,À l'heure,Non-conformité matière,Critique,1757.95,Équipe Bravo,Nuit,0.9789,74.88,2.24
2025-06-27,Montoir-de-Bretagne,Ligne A320,Cadre structure,OF-2025-005343,65,62,3,44.56,10,10,À l'heure,Panne machine,Majeure,1287.17,Équipe Charlie,Après-midi,0.7328,72.27,4.15
2025-06-27,Casablanca,Ligne Composite,Panneau fuselage,OF-2024-001486,58,57,1,63.73,3,7,En retard,Défaut assemblage,Majeure,719.79,Équipe Charlie,Après-midi,0.8525,68.48,3.13
2025-06-27,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2025-000867,49,48,1,69.9,8,8,À l'heure,Retouche peinture,Mineure,535.11,Équipe Charlie,Matin,0.8928,67.46,3.11
2025-06-27,Casablanca,Ligne A350,Plancher cabine,OF-2024-005606,57,54,3,45.83,3,3,À l'heure,Contrôle qualité bloquant,Critique,1957.65,Équipe Charlie,Matin,0.919,64.96,2.6
2025-06-27,Rochefort,Ligne A320,Plancher cabine,OF-2025-006409,53,51,2,52.55,8,8,À l'heure,Défaut assemblage,Mineure,678.17,Équipe Bravo,Après-midi,0.8838,70.29,2.18
2025-06-27,Casablanca,Ligne A350,Cadre structure,OF-2024-010984,69,64,5,56.75,9,9,À l'heure,Défaut dimensionnel,Mineure,1738.32,Équipe Bravo,Matin,0.9329,91.07,3.08
2025-06-27,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2024-008492,74,66,8,57.19,6,7,En retard,Défaut dimensionnel,Critique,3648.16,Équipe Delta,Après-midi,0.943,66.09,2.46
2025-06-27,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2024-002726,70,69,1,53.15,7,7,À l'heure,Défaut dimensionnel,Critique,1306.43,Équipe Alpha,Matin,0.9152,68.41,2.47
2025-06-27,Casablanca,Ligne A320,Porte avion,OF-2025-010943,68,67,1,55.51,6,6,À l'heure,Défaut assemblage,Mineure,405.87,Équipe Delta,Après-midi,0.9307,67.75,2.59
2025-06-27,Rochefort,Ligne A350,Plancher cabine,OF-2024-002378,63,61,2,42.74,3,9,En retard,Écart documentaire,Majeure,1141.97,Équipe Bravo,Matin,0.9561,63.57,2.69
2025-06-27,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-011441,64,63,1,60.21,7,7,À l'heure,Défaut dimensionnel,Critique,1297.7,Équipe Delta,Matin,0.9075,67.82,2.08
2025-06-27,Rochefort,Ligne A350,Cadre structure,OF-2025-010635,61,61,0,61.1,10,10,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Après-midi,0.9632,60.03,2.22
2025-06-27,Casablanca,Ligne Composite,Plancher cabine,OF-2025-002745,53,52,1,52.23,3,3,À l'heure,Défaut assemblage,Majeure,826.58,Équipe Bravo,Matin,0.9133,63.37,1.67
2025-06-27,Casablanca,Ligne A320,Porte avion,OF-2024-004996,62,55,7,61.92,6,6,À l'heure,Écart documentaire,Mineure,2095.73,Équipe Charlie,Nuit,0.9061,60.59,2.04
2025-06-28,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2024-008060,74,70,4,61.51,11,11,À l'heure,Non-conformité matière,Majeure,1623.19,Équipe Bravo,Après-midi,0.8901,69.49,3.11
2025-06-28,Casablanca,Ligne A350,Plancher cabine,OF-2025-008067,70,66,4,50.82,9,9,À l'heure,Défaut dimensionnel,Critique,1790.67,Équipe Alpha,Après-midi,0.9629,71.38,1.97
2025-06-28,Montoir-de-Bretagne,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-002054,66,60,6,48.01,11,15,En retard,Défaut dimensionnel,Mineure,2069.71,Équipe Delta,Nuit,0.902,71.75,2.03
2025-06-28,Casablanca,Ligne A320,Cadre structure,OF-2025-010021,70,65,5,65.62,6,6,À l'heure,Défaut assemblage,Mineure,1428.61,Équipe Bravo,Nuit,0.9114,77.82,2.0
2025-06-28,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-000651,55,54,1,60.08,8,8,À l'heure,Défaut assemblage,Mineure,482.06,Équipe Delta,Matin,0.8757,71.4,2.05
2025-06-28,Casablanca,Ligne A330,Cadre structure,OF-2024-007494,61,58,3,53.78,7,6,À l'heure,Écart documentaire,Mineure,937.83,Équipe Delta,Après-midi,0.8801,73.69,1.28
2025-06-29,Rochefort,Ligne A350,Plancher cabine,OF-2024-006576,59,55,4,43.74,4,4,À l'heure,Défaut dimensionnel,Majeure,2053.08,Équipe Bravo,Matin,0.8502,68.99,2.73
2025-06-29,Casablanca,Ligne A350,Plancher cabine,OF-2025-005403,57,54,3,48.42,10,10,À l'heure,Non-conformité matière,Majeure,1566.14,Équipe Bravo,Matin,0.9884,70.44,1.96
2025-06-29,Montoir-de-Bretagne,Ligne A320,Cadre structure,OF-2025-001561,61,60,1,49.98,5,4,À l'heure,Non-conformité matière,Majeure,796.32,Équipe Bravo,Matin,0.8998,76.6,2.25
2025-06-29,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2024-007916,74,67,7,39.91,4,4,À l'heure,Écart documentaire,Mineure,2372.27,Équipe Bravo,Matin,0.9604,72.15,2.89
2025-06-29,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-002537,72,68,4,51.6,4,10,En retard,Écart documentaire,Mineure,1110.97,Équipe Bravo,Matin,0.9392,64.11,2.53
2025-06-29,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-006108,75,72,3,66.93,7,11,En retard,Retouche peinture,Mineure,771.32,Équipe Bravo,Après-midi,0.9361,64.44,2.48
2025-06-29,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-010349,59,58,1,67.81,9,9,À l'heure,Non-conformité matière,Majeure,779.83,Équipe Charlie,Matin,0.9854,78.29,2.51
2025-06-29,Montoir-de-Bretagne,Ligne A330,Plancher cabine,OF-2025-002337,59,53,6,38.53,11,16,En retard,Défaut dimensionnel,Majeure,1880.22,Équipe Alpha,Nuit,0.8616,60.31,1.65
2025-06-29,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2024-008754,37,35,2,64.44,6,12,En retard,Non-conformité matière,Majeure,763.31,Équipe Delta,Matin,0.9555,77.22,2.81
2025-06-29,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-006594,66,60,6,70.4,7,10,En retard,Écart documentaire,Mineure,2310.23,Équipe Delta,Matin,0.8986,68.93,2.2
2025-06-29,Casablanca,Ligne A320,Cadre structure,OF-2025-011497,53,49,4,49.43,4,4,À l'heure,Défaut assemblage,Majeure,1990.5,Équipe Bravo,Après-midi,0.9904,69.12,2.72
2025-06-29,Casablanca,Ligne A320,Cadre structure,OF-2024-002840,43,41,2,52.2,10,14,En retard,Défaut assemblage,Majeure,1362.9,Équipe Alpha,Matin,0.9693,82.68,2.26
2025-06-29,Rochefort,Ligne Composite,Porte avion,OF-2025-011661,70,66,4,59.27,3,7,En retard,Panne machine,Majeure,1636.77,Équipe Charlie,Après-midi,0.8389,76.75,4.15
2025-06-29,Casablanca,Ligne A320,Porte avion,OF-2025-001987,53,49,4,41.47,9,12,En retard,Défaut assemblage,Majeure,1683.16,Équipe Alpha,Nuit,0.8946,70.28,1.42
2025-06-30,Casablanca,Ligne A320,Porte avion,OF-2024-006732,58,58,0,48.28,4,4,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Matin,0.9062,78.1,2.05
2025-06-30,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2025-001713,51,49,2,50.21,10,12,En retard,Défaut assemblage,Mineure,647.77,Équipe Bravo,Matin,0.982,74.21,2.1
2025-06-30,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2024-007230,73,73,0,36.21,5,5,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Nuit,0.9165,63.88,2.42
2025-06-30,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2024-008222,71,67,4,36.86,4,7,En retard,Contrôle qualité bloquant,Majeure,1900.76,Équipe Alpha,Après-midi,0.9462,72.39,1.7
2025-06-30,Rochefort,Ligne A350,Plancher cabine,OF-2024-004938,58,53,5,63.92,9,9,À l'heure,Retouche peinture,Mineure,1653.57,Équipe Alpha,Après-midi,0.9514,63.07,4.05
2025-06-30,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2024-004974,52,47,5,52.49,8,8,À l'heure,Contrôle qualité bloquant,Majeure,2305.42,Équipe Charlie,Matin,0.9772,71.01,2.05
2025-06-30,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2025-007431,53,48,5,40.14,6,10,En retard,Défaut dimensionnel,Mineure,1830.99,Équipe Charlie,Après-midi,0.9377,74.78,2.55
2025-06-30,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2024-003338,43,40,3,51.01,11,11,À l'heure,Contrôle qualité bloquant,Majeure,1586.65,Équipe Charlie,Après-midi,0.9739,68.79,2.48
2025-06-30,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-000328,48,48,0,46.48,9,12,En retard,Aucune,Aucune,0.0,Équipe Charlie,Matin,0.95,69.02,3.33
2025-06-30,Casablanca,Ligne A330,Panneau fuselage,OF-2025-009133,69,65,4,42.89,5,11,En retard,Défaut dimensionnel,Mineure,1532.71,Équipe Delta,Matin,0.8741,69.22,3.32
2025-06-30,Casablanca,Ligne A350,Panneau fuselage,OF-2024-008656,55,54,1,59.2,3,3,À l'heure,Retouche peinture,Majeure,715.33,Équipe Delta,Après-midi,0.9465,64.56,2.78
2025-06-30,Rochefort,Ligne Composite,Cadre structure,OF-2025-009857,65,62,3,66.68,11,14,En retard,Contrôle qualité bloquant,Majeure,1236.67,Équipe Delta,Après-midi,0.9408,66.01,2.08
2025-06-30,Montoir-de-Bretagne,Ligne A350,Plancher cabine,OF-2024-007480,57,53,4,43.66,5,8,En retard,Contrôle qualité bloquant,Majeure,1443.07,Équipe Delta,Nuit,0.8724,56.2,0.9
2025-06-30,Casablanca,Ligne A350,Plancher cabine,OF-2024-007182,54,49,5,47.25,3,3,À l'heure,Non-conformité matière,Mineure,1511.37,Équipe Charlie,Après-midi,0.9836,65.8,3.09
2025-06-30,Casablanca,Ligne A320,Panneau fuselage,OF-2025-010573,71,67,4,59.83,9,9,À l'heure,Défaut dimensionnel,Mineure,1150.46,Équipe Charlie,Après-midi,0.8355,76.24,2.57
2025-06-30,Rochefort,Ligne A350,Cadre structure,OF-2024-006500,67,64,3,60.81,5,8,En retard,Non-conformité matière,Mineure,1186.28,Équipe Bravo,Matin,0.9106,77.7,2.32
2025-06-30,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-011293,60,54,6,52.78,9,11,En retard,Défaut dimensionnel,Majeure,2820.42,Équipe Delta,Après-midi,0.8786,74.78,2.97
2025-06-30,Casablanca,Ligne A330,Sous-ensemble composite,OF-2024-005404,68,67,1,60.06,2,1,À l'heure,Contrôle qualité bloquant,Majeure,830.82,Équipe Alpha,Nuit,0.9579,52.89,2.62
2025-06-30,Casablanca,Ligne A320,Plancher cabine,OF-2025-009563,68,68,0,36.47,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.9012,67.05,1.43
2025-06-30,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2025-009493,70,63,7,77.56,5,5,À l'heure,Défaut dimensionnel,Majeure,2695.04,Équipe Bravo,Matin,0.9214,62.88,2.58
2025-07-01,Rochefort,Ligne A320,Porte avion,OF-2024-011490,67,63,4,64.1,6,6,À l'heure,Défaut dimensionnel,Mineure,1300.16,Équipe Charlie,Après-midi,0.866,64.29,2.84
2025-07-01,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2024-002592,39,37,2,45.35,6,11,En retard,Défaut assemblage,Majeure,1092.1,Équipe Delta,Matin,0.995,66.22,2.2
2025-07-01,Casablanca,Ligne A330,Porte avion,OF-2025-011759,52,45,7,60.74,3,7,En retard,Défaut assemblage,Mineure,2576.37,Équipe Delta,Après-midi,0.9099,64.65,2.58
2025-07-01,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-005710,71,71,0,59.67,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Nuit,0.8671,62.05,2.33
2025-07-01,Casablanca,Ligne A320,Plancher cabine,OF-2024-000746,51,50,1,56.4,3,8,En retard,Panne machine,Majeure,585.67,Équipe Delta,Après-midi,0.9336,61.67,2.45
2025-07-01,Rochefort,Ligne A350,Plancher cabine,OF-2025-003045,58,52,6,49.85,3,6,En retard,Défaut assemblage,Mineure,1926.58,Équipe Alpha,Matin,0.9612,66.44,2.38
2025-07-01,Montoir-de-Bretagne,Ligne A330,Plancher cabine,OF-2024-000662,72,69,3,,8,11,En retard,Défaut assemblage,Mineure,1299.16,Équipe Delta,Matin,0.8543,71.38,2.65
2025-07-01,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-001588,73,69,4,54.55,11,11,À l'heure,Retouche peinture,Mineure,1555.79,Équipe Alpha,Nuit,0.8124,68.41,2.77
2025-07-01,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-000793,69,65,4,72.62,3,9,En retard,Défaut assemblage,Majeure,1578.67,Équipe Alpha,Nuit,0.9861,52.21,3.06
2025-07-01,Montoir-de-Bretagne,Ligne Assemblage Cabine,Plancher cabine,OF-2024-009120,45,41,4,23.06,2,1,À l'heure,Défaut assemblage,Mineure,1753.15,Équipe Alpha,Matin,0.9574,69.93,2.46
2025-07-01,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-000718,60,58,2,59.12,3,2,À l'heure,Retouche peinture,Critique,1557.3,Équipe Delta,Nuit,0.9513,64.66,2.15
2025-07-01,Casablanca,Ligne Composite,Cadre structure,OF-2025-010123,68,67,1,58.36,6,10,En retard,Retouche peinture,Mineure,443.13,Équipe Alpha,Après-midi,0.97,65.73,2.15
2025-07-01,Casablanca,Ligne A330,Plancher cabine,OF-2024-003686,62,60,2,58.45,4,6,En retard,Écart documentaire,Critique,1607.77,Équipe Delta,Après-midi,0.9945,62.71,2.32
2025-07-01,Rochefort,Ligne A350,Cadre structure,OF-2025-008927,76,71,5,43.86,9,9,À l'heure,Non-conformité matière,Majeure,1904.31,Équipe Bravo,Après-midi,0.928,58.99,2.65
2025-07-01,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-009587,61,59,2,67.01,2,8,En retard,Contrôle qualité bloquant,Critique,1583.26,Équipe Charlie,Après-midi,0.8617,76.96,3.42
2025-07-01,Rochefort,Ligne A320,Plancher cabine,OF-2025-002899,63,63,0,,4,4,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9309,66.32,2.93
2025-07-02,Rochefort,Ligne A350,Cadre structure,OF-2024-011194,47,45,2,43.49,9,9,À l'heure,Retouche peinture,Majeure,1100.61,Équipe Alpha,Nuit,0.9502,67.72,3.22
2025-07-02,Montoir-de-Bretagne,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-010551,67,65,2,55.64,3,3,À l'heure,Écart documentaire,Majeure,1047.52,Équipe Bravo,Après-midi,0.8715,72.87,3.57
2025-07-02,Casablanca,Ligne A330,Porte avion,OF-2025-005873,62,57,5,65.73,11,12,En retard,Panne machine,Critique,2347.29,Équipe Delta,Matin,0.8081,71.58,3.32
2025-07-02,Rochefort,Ligne A320,Panneau fuselage,OF-2025-000653,72,68,4,55.1,10,9,À l'heure,Panne machine,Majeure,1714.51,Équipe Bravo,Matin,0.7478,73.94,2.75
2025-07-02,Montoir-de-Bretagne,Ligne A330,Porte avion,OF-2025-006501,73,67,6,61.99,4,9,En retard,Défaut assemblage,Mineure,2138.76,Équipe Delta,Matin,0.897,71.32,2.89
2025-07-02,Montoir-de-Bretagne,Ligne A350,Panneau fuselage,OF-2025-003249,58,55,3,47.27,10,10,À l'heure,Défaut assemblage,Mineure,978.52,Équipe Charlie,Nuit,0.915,63.17,2.92
2025-07-02,Casablanca,Ligne A330,Panneau fuselage,OF-2024-010034,55,52,3,56.06,3,3,À l'heure,Panne machine,Majeure,1323.39,Équipe Charlie,Nuit,0.8994,63.62,3.6
2025-07-02,Rochefort,Ligne A350,Porte avion,OF-2024-008620,76,72,4,75.51,3,9,En retard,Défaut dimensionnel,Majeure,1597.01,Équipe Delta,Matin,0.9663,65.06,2.53
2025-07-02,Casablanca,Ligne A320,Cadre structure,OF-2025-011039,55,50,5,51.46,5,7,En retard,Retouche peinture,Mineure,1172.48,Équipe Bravo,Matin,0.8852,68.77,3.17
2025-07-02,Casablanca,Ligne A320,Panneau fuselage,OF-2025-010703,66,61,5,51.99,3,3,À l'heure,Défaut assemblage,Mineure,1740.43,Équipe Delta,Après-midi,0.8864,75.2,2.29
2025-07-02,Rochefort,Ligne Assemblage Cabine,Plancher cabine,OF-2025-009445,48,48,0,41.53,8,8,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Nuit,0.9768,70.35,2.02
2025-07-02,Rochefort,Ligne A330,Plancher cabine,OF-2024-008920,51,47,4,35.8,8,8,À l'heure,Écart documentaire,Mineure,1207.95,Équipe Alpha,Matin,0.9453,52.28,2.05
2025-07-03,Rochefort,Ligne A330,Porte avion,OF-2025-011195,53,49,4,69.37,8,8,À l'heure,Écart documentaire,Majeure,1614.38,Équipe Charlie,Matin,0.9404,71.23,3.14
2025-07-03,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2025-008523,59,54,5,74.44,11,11,À l'heure,Non-conformité matière,Majeure,2426.51,Équipe Charlie,Nuit,0.9584,67.24,2.33
2025-07-03,Casablanca,Ligne A320,Plancher cabine,OF-2024-005452,69,69,0,36.51,6,6,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9362,68.3,3.21
2025-07-03,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2024-006268,75,71,4,51.81,2,4,En retard,Contrôle qualité bloquant,Majeure,1512.25,Équipe Alpha,Matin,0.9322,66.1,2.99
2025-07-03,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-003318,73,67,6,59.66,7,6,À l'heure,Défaut assemblage,Mineure,1516.46,Équipe Delta,Nuit,0.9513,71.66,2.07
2025-07-03,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-001351,65,60,5,52.12,11,11,À l'heure,Défaut dimensionnel,Critique,2375.41,Équipe Alpha,Après-midi,0.9074,65.68,1.61
2025-07-03,Casablanca,Ligne Composite,Plancher cabine,OF-2025-007843,64,61,3,46.85,2,1,À l'heure,Défaut assemblage,Majeure,1612.16,Équipe Charlie,Après-midi,0.955,72.27,2.21
2025-07-03,Casablanca,Ligne A350,Panneau fuselage,OF-2025-004955,57,54,3,60.56,2,2,À l'heure,Retouche peinture,Mineure,1082.57,Équipe Bravo,Après-midi,0.995,77.3,2.04
2025-07-03,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-003335,60,56,4,55.32,2,2,À l'heure,Contrôle qualité bloquant,Majeure,1394.87,Équipe Alpha,Nuit,0.8678,73.41,2.29
2025-07-03,Casablanca,Ligne A350,Panneau fuselage,OF-2024-004744,78,73,5,72.74,9,14,En retard,Défaut dimensionnel,Majeure,1527.86,Équipe Bravo,Matin,0.9834,59.77,2.14
2025-07-03,Casablanca,Ligne A350,Cadre structure,OF-2025-008887,83,77,6,45.62,4,4,À l'heure,Écart documentaire,Mineure,1865.17,Équipe Bravo,Après-midi,0.8671,70.9,2.57
2025-07-03,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-008246,56,54,2,57.57,8,7,À l'heure,Non-conformité matière,Mineure,756.12,Équipe Delta,Après-midi,0.9259,69.43,2.96
2025-07-03,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-004962,66,63,3,55.08,4,4,À l'heure,Défaut dimensionnel,Majeure,974.16,Équipe Bravo,Après-midi,0.8949,74.41,2.75
